ProjectCode,ProjectName,ReportMonth,OverallRiskProbability,OverallRiskPrediction,TopFactor1,TopFactor1_SHAP,TopFactor2,TopFactor2_SHAP,TopFactor3,TopFactor3_SHAP,TopFactor4,TopFactor4_SHAP,TopFactor5,TopFactor5_SHAP,RiskExplanation
618884,,2026-05-01,0.821897,1,Agency_National Highways Authority of India [NHAI],0.799965,ProgressVelocity,0.473792,State_Uttar Pradesh,-0.212357,CurrentExpenditureRatio,0.146708,ExpenditureProgressGap,0.131002,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; CurrentExpenditureRatio
400139,,2026-05-01,0.313664,0,Agency_Ministry of Coal,0.782301,State_Jharkhand,0.66625,ProgressVelocity,-0.649498,ExpenditureProgressGap,-0.380858,Agency_National Highways Authority of India [NHAI],-0.366645,Agency_Ministry of Coal; State_Jharkhand; Expenditure
615822,,2026-05-01,0.624224,1,Agency_Ministry of Coal,0.742862,State_Jharkhand,0.664046,ProgressVelocity,-0.60845,CurrentExpenditureRatio,0.450091,HasRevisedDoc,-0.352938,Agency_Ministry of Coal; State_Jharkhand; CurrentExpenditureRatio
615339,,2026-04-01,0.120453,0,ExpenditureProgressGap,-0.387794,Agency_National Highways Authority of India [NHAI],-0.314063,Physical Progress,-0.268508,OriginalCost,-0.251275,RevisedCost,-0.235468,CurrentExpenditureRatio; Expenditure; RemainingPlannedDays
400425,,2026-05-01,0.789512,1,State_Jharkhand,0.739032,CurrentExpenditureRatio,0.475432,Agency_National Highways Authority of India [NHAI],-0.446311,ProjectAgeDays,-0.25376,Physical Progress,0.176275,State_Jharkhand; CurrentExpenditureRatio; Physical Progress
617946,,2026-05-01,0.436783,0,CurrentExpenditureRatio,-0.572325,NoProgress,0.554241,ProgressVelocity,0.405728,Agency_National Highways Authority of India [NHAI],-0.353056,RobustCurrentGap,0.350846,NoProgress; ProgressVelocity; RobustCurrentGap
618169,,2026-04-01,0.444169,0,Agency_National Highways Authority of India [NHAI],-0.291817,ProgressVelocity,-0.275221,ExpenditureProgressGap,0.180734,CurrentExpenditureRatio,0.169021,RobustCurrentGap,0.144148,ExpenditureProgressGap; CurrentExpenditureRatio; RobustCurrentGap
709772,,2026-05-01,0.151738,0,Agency_MinistryofPetroleumNaturalGas,-0.547477,Physical Progress,-0.510225,Agency_National Highways Authority of India [NHAI],-0.471981,NoProgress,0.342807,RemainingPlannedDays,-0.176751,NoProgress; ProgressVelocity; State_West Bengal
709818,,2026-05-01,0.666097,1,Agency_National Highways Authority of India [NHAI],-0.421865,CurrentExpenditureRatio,0.39545,RevisedCost,0.31602,ProjectAgeDays,0.265757,ExpenditureProgressGap,-0.257576,CurrentExpenditureRatio; RevisedCost; ProjectAgeDays
709848,,2026-05-01,0.33561,0,ProgressVelocity,0.497365,Agency_National Highways Authority of India [NHAI],-0.417698,ExpenditureProgressGap,-0.213616,OriginalCost,-0.213397,ApprovalToStartDays,-0.165824,ProgressVelocity; Expenditure; ProjectAgeDays
612133,,2026-04-01,0.192813,0,Agency_National Highways Authority of India [NHAI],-0.389115,ExpenditureProgressGap,-0.322737,OriginalCost,-0.23554,RobustCurrentGap,-0.189678,Expenditure,0.151879,Expenditure; ProjectAgeDays; Physical Progress
616841,,2026-05-01,0.912675,1,Agency_North Western Railway [NWR],1.498912,CurrentExpenditureRatio,0.457874,RobustCurrentGap,0.303893,NoProgress,0.297808,Agency_National Highways Authority of India [NHAI],-0.249289,Agency_North Western Railway [NWR]; CurrentExpenditureRatio; RobustCurrentGap
618413,,2026-04-01,0.47022,1,CurrentExpenditureRatio,-0.520118,Physical Progress,0.418708,RobustCurrentGap,0.329058,ProgressVelocity,-0.306043,Agency_National Highways Authority of India [NHAI],-0.259172,Physical Progress; RobustCurrentGap; ExpenditureProgressGap
709859,,2026-05-01,0.131327,0,CurrentExpenditureRatio,-0.602893,Agency_National Highways Authority of India [NHAI],-0.539029,ExpenditureProgressGap,-0.516139,RemainingPlannedDays,-0.336703,ApprovalToStartDays,-0.236905,State_Delhi; ProgressVelocity; Expenditure
618866,,2026-04-01,0.701818,1,Agency_National Highways Authority of India [NHAI],0.812123,ProgressVelocity,-0.294697,RobustCurrentGap,0.220176,OriginalCost,0.190328,ProjectAgeDays,-0.159184,Agency_National Highways Authority of India [NHAI]; RobustCurrentGap; OriginalCost
618365,,2026-05-01,0.5776,1,NoProgress,0.570821,CurrentExpenditureRatio,-0.522816,ExpenditureProgressGap,0.421984,ProgressVelocity,0.401807,Expenditure,-0.346733,NoProgress; ExpenditureProgressGap; ProgressVelocity
619223,,2026-04-01,0.042909,0,CurrentExpenditureRatio,-0.472299,Physical Progress,-0.394106,Agency_National Highways Authority of India [NHAI],-0.336376,RevisedCost,-0.254514,ProjectAgeDays,-0.243925,State_Uttar Pradesh; State_Gujarat; HasRevisedDoc
705482,,2026-04-01,0.559659,1,CurrentExpenditureRatio,0.486611,Agency_National Highways Authority of India [NHAI],-0.459859,RobustCurrentGap,0.320192,ApprovalToStartDays,-0.313605,Expenditure,0.159266,CurrentExpenditureRatio; RobustCurrentGap; Expenditure
618344,,2026-04-01,0.244973,0,ExpenditureProgressGap,-0.392502,Agency_National Highways Authority of India [NHAI],-0.39174,ProgressVelocity,-0.373413,RobustCurrentGap,-0.363402,Expenditure,0.226087,Expenditure; Agency_NHIDCL; ProgressScheduleGap
618444,,2026-04-01,0.24293,0,HasRevisedDoc,-0.574971,CurrentExpenditureRatio,-0.450169,RobustCurrentGap,0.343195,ExpenditureProgressGap,0.313562,ProgressVelocity,-0.282006,RobustCurrentGap; ExpenditureProgressGap; ProjectAgeDays
618957,,2026-05-01,0.950498,1,Agency_National Highways Authority of India [NHAI],0.871487,ProgressVelocity,0.532915,NoProgress,0.447405,Physical Progress,0.401755,CurrentExpenditureRatio,0.333931,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
618524,,2026-05-01,0.644327,1,Agency_National Highways Authority of India [NHAI],0.731934,ProgressScheduleGap,0.279052,ProgressVelocity,-0.191947,RevisedCost,0.17953,ProjectAgeDays,-0.174655,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; RevisedCost
618008,,2026-04-01,0.23314,0,Physical Progress,-0.36642,Agency_National Highways Authority of India [NHAI],-0.312214,ProgressVelocity,-0.276951,CurrentExpenditureRatio,0.253144,ProgressScheduleGap,-0.18427,CurrentExpenditureRatio; ExpenditureProgressGap; RobustCurrentGap
618497,,2026-04-01,0.852228,1,Agency_National Highways Authority of India [NHAI],0.957578,"State_Jammu andKashmir",0.415036,CurrentExpenditureRatio,0.247406,ProgressVelocity,-0.172156,ExpenditureProgressGap,-0.142236,"Agency_National Highways Authority of India [NHAI]; State_Jammu andKashmir; CurrentExpenditureRatio"
618825,,2026-04-01,0.82265,1,Agency_National Highways Authority of India [NHAI],0.957945,ProgressVelocity,-0.365192,Expenditure,0.290427,RemainingPlannedDays,0.247616,State_West Bengal,0.174556,Agency_National Highways Authority of India [NHAI]; Expenditure; RemainingPlannedDays
705428,,2026-05-01,0.122043,0,Agency_National Highways Authority of India [NHAI],-0.59641,Expenditure,0.349318,RobustCurrentGap,-0.298842,RemainingPlannedDays,-0.260628,ExpenditureProgressGap,-0.249798,Expenditure; CurrentExpenditureRatio; RobustCurrentExpenditurePct
618671,,2026-04-01,0.708816,1,Agency_National Highways Authority of India [NHAI],0.892431,RevisedCost,0.476321,ProgressVelocity,-0.305881,CurrentExpenditureRatio,-0.247652,Expenditure,0.185596,Agency_National Highways Authority of India [NHAI]; RevisedCost; Expenditure
602535,,2026-05-01,0.231925,0,Agency_National Highways Authority of India [NHAI],-0.573139,OriginalCost,-0.337048,CurrentExpenditureRatio,0.315011,Physical Progress,-0.304135,ExpenditureProgressGap,-0.215567,"CurrentExpenditureRatio; ProgressVelocity; State_Jammu andKashmir"
701343,,2026-04-01,0.158407,0,Agency_National Highways Authority of India [NHAI],-0.438174,ExpenditureProgressGap,-0.364432,OriginalCost,-0.285914,RobustCurrentGap,-0.191461,Expenditure,0.162502,Expenditure; HasRevisedDoc; RobustCurrentExpenditurePct
702635,,2026-05-01,0.038848,0,OriginalCost,-0.622899,Agency_National Highways Authority of India [NHAI],-0.519248,CurrentExpenditureRatio,-0.51273,RevisedCost,-0.466387,ExpenditureProgressGap,-0.29712,HasRevisedDoc; HasRevisedCost; PlannedDurationDays
619010,,2026-04-01,0.321427,0,ProgressVelocity,-0.376638,Agency_National Highways Authority of India [NHAI],-0.357382,ExpenditureProgressGap,-0.35427,CurrentExpenditureRatio,0.34926,RobustCurrentGap,-0.236179,CurrentExpenditureRatio; Agency_NHIDCL; RemainingPlannedDays
611961,,2026-04-01,0.167225,0,HasRevisedDoc,-0.495514,Agency_National Highways Authority of India [NHAI],-0.295174,State_Odisha,-0.227983,ExpenditureProgressGap,-0.211225,Physical Progress,-0.208982,RobustCurrentGap; CurrentExpenditureRatio; ProjectAgeDays
613793,,2026-05-01,0.507161,1,Agency_National Highways Authority of India [NHAI],-0.46274,Physical Progress,-0.427234,NoProgress,0.363692,RobustCurrentGap,0.232522,CurrentExpenditureRatio,0.202516,NoProgress; RobustCurrentGap; CurrentExpenditureRatio
618875,,2026-04-01,0.846716,1,Agency_National Highways Authority of India [NHAI],0.946676,RevisedCost,-0.416182,RemainingPlannedDays,0.354882,OriginalCost,0.322589,ProgressVelocity,-0.245974,Agency_National Highways Authority of India [NHAI]; RemainingPlannedDays; OriginalCost
618010,,2026-05-01,0.159243,0,CurrentExpenditureRatio,-0.643746,Physical Progress,-0.548432,ProjectAgeDays,-0.527549,Agency_National Highways Authority of India [NHAI],-0.448223,NoProgress,0.415561,NoProgress; ExpenditureProgressGap; ApprovalToStartDays
701121,,2026-05-01,0.570969,1,Agency_Airport Authority of India [AAI],-0.335789,RevisedCost,0.314016,Agency_National Highways Authority of India [NHAI],-0.313827,ExpenditureProgressGap,0.254446,RobustCurrentGap,0.235492,RevisedCost; ExpenditureProgressGap; RobustCurrentGap
604852,,2026-04-01,0.354869,0,Agency_National Highways Authority of India [NHAI],-0.313148,Physical Progress,0.205574,ExpenditureProgressGap,0.186795,ApprovalToStartDays,-0.183737,State_Uttar Pradesh,-0.175339,Physical Progress; ExpenditureProgressGap; CurrentExpenditureRatio
705668,,2026-05-01,0.078736,0,CurrentExpenditureRatio,-0.843185,Agency_National Highways Authority of India [NHAI],-0.642237,Physical Progress,0.263309,ExpenditureProgressGap,-0.252748,OriginalCost,-0.231817,Physical Progress; HasRevisedDoc; ApprovalToStartDays
618791,,2026-04-01,0.26145,0,Agency_National Highways Authority of India [NHAI],0.632766,ProgressVelocity,-0.426445,Physical Progress,-0.309701,ProjectAgeDays,-0.221306,OriginalCost,-0.217254,Agency_National Highways Authority of India [NHAI]; State_Bihar; ScheduleElapsedRatio
618385,,2026-04-01,0.199086,0,CurrentExpenditureRatio,-0.609742,ProgressScheduleGap,-0.334598,Physical Progress,-0.319411,Agency_National Highways Authority of India [NHAI],-0.310395,OriginalCost,0.298224,OriginalCost; ProjectAgeDays; ExpenditureProgressGap
618374,,2026-04-01,0.383233,0,CurrentExpenditureRatio,-0.566674,Agency_National Highways Authority of India [NHAI],-0.376849,ProjectAgeDays,0.365419,State_Meghalaya,0.269814,ProgressVelocity,-0.234512,ProjectAgeDays; State_Meghalaya; ExpenditureProgressGap
618889,,2026-04-01,0.616808,1,Agency_National Highways Authority of India [NHAI],0.657698,ProgressVelocity,-0.424655,ProgressScheduleGap,-0.265709,Expenditure,-0.194941,RevisedCost,0.152273,Agency_National Highways Authority of India [NHAI]; RevisedCost; ApprovalToStartDays
618218,,2026-04-01,0.235995,0,CurrentExpenditureRatio,-0.611064,State_Uttarakhand,-0.330858,ExpenditureProgressGap,0.298582,Expenditure,-0.29589,Agency_National Highways Authority of India [NHAI],-0.254605,ExpenditureProgressGap; RobustCurrentGap; Physical Progress
606479,,2026-04-01,0.391258,0,Agency_National Highways Authority of India [NHAI],-0.367805,ExpenditureProgressGap,-0.328208,Physical Progress,0.306399,RobustCurrentGap,-0.19379,RevisedCost,0.166895,Physical Progress; RevisedCost; CurrentExpenditureRatio
618930,,2026-04-01,0.171333,0,Agency_National Highways Authority of India [NHAI],0.703665,ProgressVelocity,-0.421123,Physical Progress,-0.36941,State_Gujarat,-0.310705,OriginalCost,-0.267299,Agency_National Highways Authority of India [NHAI]; ScheduleElapsedRatio; RemainingPlannedDays
618762,,2026-05-01,0.963927,1,Agency_National Highways Authority of India [NHAI],1.02662,ProgressVelocity,0.492152,NoProgress,0.445462,RemainingPlannedDays,0.272324,Expenditure,0.270677,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
400247,,2026-05-01,0.01472,0,RemainingPlannedDays,-0.566785,Agency_National Highways Authority of India [NHAI],-0.54728,CurrentExpenditureRatio,-0.527839,ApprovalToStartDays,-0.505012,ExpenditureProgressGap,-0.468288,State_West Bengal; ProjectAgeDays; ElapsedDays
617895,,2026-05-01,0.815737,1,ProgressVelocity,0.47614,Agency_National Highways Authority of India [NHAI],-0.347385,Physical Progress,0.250201,ExpenditureProgressGap,0.234338,CurrentExpenditureRatio,0.197597,ProgressVelocity; Physical Progress; ExpenditureProgressGap
618267,,2026-05-01,0.026527,0,CurrentExpenditureRatio,-0.733785,Physical Progress,-0.654499,Agency_National Highways Authority of India [NHAI],-0.432901,HasRevisedDoc,-0.369552,Expenditure,-0.29601,ScheduleElapsedRatio; ApprovalToStartDays; RemainingPlannedDays
611971,,2026-05-01,0.318748,0,RevisedCost,0.654412,Agency_National Highways Authority of India [NHAI],-0.410303,ExpenditureProgressGap,-0.338067,NoProgress,0.283617,Physical Progress,-0.246874,RevisedCost; NoProgress; OriginalCost
618394,,2026-05-01,0.894373,1,ProgressVelocity,0.582557,Agency_NHIDCL,0.42794,NoProgress,0.417482,Physical Progress,0.290314,RemainingPlannedDays,-0.263077,ProgressVelocity; Agency_NHIDCL; NoProgress
400101,,2026-04-01,0.139239,0,RemainingPlannedDays,-0.583125,Agency_National Highways Authority of India [NHAI],-0.485179,ExpenditureProgressGap,-0.359368,RobustCurrentGap,-0.223029,CurrentExpenditureRatio,0.220618,CurrentExpenditureRatio; Physical Progress; HasRevisedDoc
617894,,2026-04-01,0.813659,1,ProjectAgeDays,0.475925,ProgressScheduleGap,0.368418,Agency_National Highways Authority of India [NHAI],-0.288075,ExpenditureProgressGap,0.236414,Physical Progress,0.222883,ProjectAgeDays; ProgressScheduleGap; ExpenditureProgressGap
618503,,2026-04-01,0.810414,1,Agency_National Highways Authority of India [NHAI],1.073848,Physical Progress,0.321919,ProgressVelocity,-0.28879,ApprovalToStartDays,0.160701,ExpenditureProgressGap,-0.143544,Agency_National Highways Authority of India [NHAI]; Physical Progress; ApprovalToStartDays
617916,,2026-04-01,0.014196,0,CurrentExpenditureRatio,-0.897663,Physical Progress,-0.794514,ProjectAgeDays,-0.634502,Expenditure,-0.439727,Agency_National Highways Authority of India [NHAI],-0.418227,ExpenditureProgressGap; RobustCurrentGap; ScheduleElapsedRatio
618162,,2026-04-01,0.11256,0,CurrentExpenditureRatio,-0.766422,Agency_National Highways Authority of India [NHAI],-0.434553,Physical Progress,-0.434435,ProgressScheduleGap,0.374571,Expenditure,-0.288471,ProgressScheduleGap; RemainingPlannedDays; ScheduleElapsedRatio
707059,,2026-05-01,0.414026,0,HasRevisedDoc,-0.468199,NoProgress,0.355341,Agency_National Highways Authority of India [NHAI],-0.256274,ProgressVelocity,0.214304,CurrentExpenditureRatio,0.206061,NoProgress; ProgressVelocity; CurrentExpenditureRatio
704495,,2026-05-01,0.887444,1,NoProgress,0.50997,Physical Progress,0.430658,RobustCurrentGap,0.38068,ProgressVelocity,0.368482,Agency_National Highways Authority of India [NHAI],-0.301295,NoProgress; Physical Progress; RobustCurrentGap
619172,,2026-04-01,0.133574,0,Physical Progress,-0.587691,CurrentExpenditureRatio,-0.369837,Agency_National Highways Authority of India [NHAI],-0.323131,HasRevisedDoc,-0.270835,ExpenditureProgressGap,-0.208747,Expenditure; RemainingPlannedDays; RevisedCost
702668,,2026-04-01,0.042869,0,RevisedCost,-0.666487,ApprovalToStartDays,-0.594143,OriginalCost,-0.582554,HasRevisedDoc,-0.401254,Agency_National Highways Authority of India [NHAI],-0.312977,Expenditure; State_Tamil Nadu; CurrentExpenditureRatio
617999,,2026-04-01,0.399388,0,ProgressVelocity,-0.239598,ProgressScheduleGap,-0.227805,Agency_National Highways Authority of India [NHAI],-0.206564,ExpenditureProgressGap,0.184675,CurrentExpenditureRatio,0.174317,ExpenditureProgressGap; CurrentExpenditureRatio; RobustCurrentGap
618421,,2026-05-01,0.83887,1,ProgressVelocity,0.381698,Agency_NHIDCL,0.355228,RobustCurrentGap,0.299958,State_Meghalaya,0.271569,Agency_National Highways Authority of India [NHAI],-0.241485,ProgressVelocity; Agency_NHIDCL; RobustCurrentGap
618173,,2026-04-01,0.217924,0,CurrentExpenditureRatio,-0.549717,ProjectAgeDays,-0.383083,ExpenditureProgressGap,0.287198,Expenditure,-0.269729,Physical Progress,0.256731,ExpenditureProgressGap; Physical Progress; RobustCurrentGap
702958,,2026-04-01,0.698887,1,OriginalCost,0.716024,Agency_National Highways Authority of India [NHAI],-0.341845,CurrentExpenditureRatio,0.321133,Physical Progress,0.290523,HasRevisedCost,0.148714,OriginalCost; CurrentExpenditureRatio; Physical Progress
617923,,2026-05-01,0.3375,0,Agency_National Highways Authority of India [NHAI],-0.527191,CurrentExpenditureRatio,0.400038,RevisedCost,-0.393137,ProgressScheduleGap,-0.281011,ProgressVelocity,0.277598,CurrentExpenditureRatio; ProgressVelocity; RemainingPlannedDays
617838,,2026-04-01,0.157517,0,Agency_National Highways Authority of India [NHAI],-0.301527,Physical Progress,-0.225485,RobustCurrentGap,-0.179155,RevisedCost,-0.145331,ProgressVelocity,-0.13284,RemainingPlannedDays; CurrentExpenditureRatio; HasRevisedDoc
618500,,2026-04-01,0.690545,1,Agency_National Highways Authority of India [NHAI],0.673967,ProgressVelocity,-0.289551,Expenditure,0.205334,State_Uttar Pradesh,-0.152935,ExpenditureProgressGap,0.144302,Agency_National Highways Authority of India [NHAI]; Expenditure; ExpenditureProgressGap
618393,,2026-05-01,0.587905,1,HasRevisedDoc,-0.625866,NoProgress,0.501402,ProgressVelocity,0.487383,Agency_NHIDCL,0.401107,State_Uttarakhand,-0.234098,NoProgress; ProgressVelocity; Agency_NHIDCL
705453,,2026-05-01,0.02292,0,CurrentExpenditureRatio,-1.345613,Agency_National Highways Authority of India [NHAI],-0.599919,Expenditure,-0.378569,RobustCurrentExpenditurePct,-0.289302,Physical Progress,-0.207683,HasRevisedCost; HasRevisedDoc; RemainingPlannedDays
602961,,2026-04-01,0.550296,1,Agency_National Thermal Power Corporation [NTPC],0.82574,Agency_National Highways Authority of India [NHAI],-0.406188,Expenditure,0.227277,RevisedCost,0.183002,RobustCurrentGap,-0.146312,Agency_National Thermal Power Corporation [NTPC]; Expenditure; RevisedCost
618173,,2026-05-01,0.706517,1,NoProgress,0.63006,CurrentExpenditureRatio,-0.431036,ExpenditureProgressGap,0.396966,ProgressVelocity,0.368186,RobustCurrentGap,0.334004,NoProgress; ExpenditureProgressGap; ProgressVelocity
702793,,2026-05-01,0.210835,0,Agency_National Highways Authority of India [NHAI],-0.464972,ExpenditureProgressGap,-0.302075,RobustCurrentGap,-0.294774,Physical Progress,0.274058,ProgressVelocity,0.198087,Physical Progress; ProgressVelocity; NoProgress
617345,,2026-05-01,0.537338,1,HasRevisedDoc,-0.400637,NoProgress,0.306891,ProgressScheduleGap,0.29401,Agency_National Highways Authority of India [NHAI],-0.21462,CurrentExpenditureRatio,0.193171,NoProgress; ProgressScheduleGap; CurrentExpenditureRatio
400074,,2026-04-01,0.645352,1,Agency_Ministry of Coal,0.739245,State_Jharkhand,0.639454,HasRevisedDoc,-0.332511,Agency_National Highways Authority of India [NHAI],-0.261502,CurrentExpenditureRatio,0.248823,Agency_Ministry of Coal; State_Jharkhand; CurrentExpenditureRatio
615330,,2026-04-01,0.441211,0,RevisedCost,0.661398,OriginalCost,0.362591,CurrentExpenditureRatio,-0.322234,HasRevisedDoc,-0.28383,ProgressVelocity,-0.235917,RevisedCost; OriginalCost; Expenditure
601812,,2026-05-01,0.082746,0,CurrentExpenditureRatio,-0.84497,Agency_National Highways Authority of India [NHAI],-0.497234,ExpenditureProgressGap,-0.343232,HasRevisedDoc,-0.297827,Physical Progress,-0.290905,State_Telangana; RemainingPlannedDays; ApprovalToStartDays
617893,,2026-04-01,0.025972,0,CurrentExpenditureRatio,-0.93836,Physical Progress,-0.711353,Agency_National Highways Authority of India [NHAI],-0.507647,ProgressScheduleGap,-0.296882,ProjectAgeDays,-0.281773,RevisedCost; RemainingPlannedDays; State_West Bengal
705663,,2026-04-01,0.591716,1,Agency_National Highways Authority of India [NHAI],-0.349476,CurrentExpenditureRatio,0.295063,ExpenditureProgressGap,0.196951,ProgressVelocity,-0.190264,ProjectAgeDays,0.140867,CurrentExpenditureRatio; ExpenditureProgressGap; ProjectAgeDays
618247,,2026-04-01,0.024395,0,CurrentExpenditureRatio,-0.981151,Physical Progress,-0.63922,Agency_National Highways Authority of India [NHAI],-0.494665,Expenditure,-0.33975,ExpenditureProgressGap,-0.292483,RemainingPlannedDays; ScheduleElapsedRatio; ApprovalToStartDays
617949,,2026-05-01,0.683151,1,NoProgress,0.57623,RevisedCost,-0.490291,ProgressVelocity,0.326437,ExpenditureProgressGap,0.276075,RobustCurrentGap,0.252862,NoProgress; ProgressVelocity; ExpenditureProgressGap
709753,,2026-05-01,0.386708,0,CurrentExpenditureRatio,0.462354,Agency_National Highways Authority of India [NHAI],-0.451226,Expenditure,-0.186262,ApprovalToStartDays,-0.154013,State_West Bengal,0.145839,CurrentExpenditureRatio; State_West Bengal; ExpenditureProgressGap
617892,,2026-04-01,0.446249,0,Agency_National Highways Authority of India [NHAI],-0.348015,ProgressVelocity,-0.293768,State_Arunachal Pradesh,-0.241364,ExpenditureProgressGap,0.201172,CurrentExpenditureRatio,0.182363,ExpenditureProgressGap; CurrentExpenditureRatio; RobustCurrentGap
